,label,area,perimeter,solidity,corners,area_size,size_normalized,corners_normalized,width,height,perfect_area,width_to_height_ratio,area_normalized,category
3,4,84.4,120.93,0.4572786256054098,52,50,2.0016,0.26,44.68,7.53,2500,5.931034482758621,0.03376,1
4,5,2152.3,285.56,0.8524211271651203,127,50,51.044,0.635,49.35,62.86,2500,0.7851239669421488,0.86092,2
5,6,1725.85,199.31,0.944716287829828,90,50,40.9304,0.45,40.65,50.26,2500,0.8087855297157622,0.69034,1
6,7,2236.8,234.09,0.9395412103093076,117,50,53.048,0.585,50.52,55.58,2500,0.9088785046728972,0.8947200000000001,2
7,8,2189.62,229.91,0.9476408070308622,100,50,51.9292,0.5,51.3,49.48,2500,1.036745406824147,0.875848,2
8,9,283.71,96.44,0.8826214712981425,56,50,6.7284,0.28,14.94,31.95,2500,0.4674796747967479,0.1134839999999999,1
9,10,318.59,117.2,0.8420559914407989,39,50,7.5556,0.195,9.74,46.62,2500,0.2089136490250696,0.127436,1
10,11,2244.3,230.57,0.9587299071278812,106,50,53.226,0.53,53.77,47.27,2500,1.137362637362637,0.8977200000000001,2
11,12,2155.77,234.26,0.9335290723577058,127,50,51.1264,0.635,48.18,67.14,2500,0.7176015473887815,0.862308,2
12,13,2141.05,227.11,0.9457830427656088,107,50,50.7772,0.535,45.32,52.99,2500,0.8553921568627451,0.8564200000000001,2
13,14,11.13,21.73,0.5983680870353582,9,50,0.264,0.045,5.32,5.84,2500,0.9111111111111112,0.004452,1
14,15,828.92,209.43,0.6093862368257904,97,50,19.6588,0.485,33.25,66.62,2500,0.4990253411306042,0.331568,1
15,16,2397.06,258.78,0.8847291131045387,125,50,56.8488,0.625,50.13,67.53,2500,0.7423076923076923,0.958824,2
16,17,177.7,69.66,0.8898648648648648,34,50,4.2144,0.17,13.9,19.22,2500,0.722972972972973,0.0710799999999999,1
17,18,2377.48,237.83,0.9406744032405524,98,50,56.3844,0.49,49.61,53.51,2500,0.9271844660194176,0.950992,2
18,19,1847.66,229.21,0.935260520272174,106,50,43.8192,0.53,45.45,49.35,2500,0.9210526315789472,0.739064,1
19,20,3.27,9.51,0.6855123674911661,1,50,0.0776,0.005,2.99,2.21,2500,1.3529411764705883,0.001308,0
0,1,781.97,264.8,0.864513602714949,151,60,12.87861111111111,0.6291666666666667,51.95,19.74,3600,2.631578947368421,0.2172138888888889,1
1,2,2685.46,455.98,0.9409668459310916,227,60,44.22805555555556,0.9458333333333332,58.83,54.55,3600,1.0785714285714283,0.7459611111111111,1
2,3,3229.7,314.37,0.958034191027482,149,60,53.19138888888889,0.6208333333333333,61.17,58.7,3600,1.0420353982300885,0.8971388888888888,3
3,4,2529.0,258.84,0.9281244390524708,122,60,41.65138888888889,0.5083333333333333,68.31,45.19,3600,1.511494252873563,0.7025,1
4,5,1873.89,213.16,0.905558725242481,100,60,30.861944444444443,0.4166666666666667,60.0,42.47,3600,1.4128440366972477,0.520525,1
5,6,3233.44,261.79,0.9242870573487936,116,60,53.25305555555556,0.4833333333333333,65.58,61.04,3600,1.074468085106383,0.8981777777777777,2
6,7,3021.45,256.29,0.9673050859355172,104,60,49.76166666666666,0.4333333333333333,60.39,54.68,3600,1.1045130641330163,0.8392916666666667,2
7,8,4705.1,409.78,0.9244815313135866,206,60,77.49055555555556,0.8583333333333333,61.56,93.38,3600,0.6592489568845619,1.3069722222222224,3
8,9,3386.33,295.16,0.9562993269858204,140,60,55.77111111111111,0.5833333333333334,90.26,55.71,3600,1.62004662004662,0.9406472222222222,2
9,10,2074.16,211.86,0.948099206685735,73,60,34.16027777777778,0.3041666666666666,58.05,41.82,3600,1.3881987577639752,0.5761555555555555,1
0,1,3482.15,678.79,0.9404800408157687,330,70,42.13408163265306,1.1785714285714286,75.84,67.79,4900,1.1187739463601531,0.7106428571428571,1
1,2,4093.3,647.7,0.9270165279470128,291,70,49.52897959183674,1.0392857142857144,69.09,74.55,4900,0.926829268292683,0.8353673469387756,1
2,3,2431.87,275.99,0.9472397958178128,145,70,29.425714285714285,0.5178571428571429,68.18,52.08,4900,1.3092269326683292,0.4962999999999999,1
3,4,440.23,104.94,0.8796804961073101,51,70,5.326734693877551,0.1821428571428571,26.88,22.99,4900,1.1694915254237288,0.0898428571428571,1
4,5,5277.56,369.63,0.9633717565054618,199,70,63.85857142857143,0.7107142857142857,89.61,64.81,4900,1.3827655310621243,1.07705306122449,2
5,6,2128.69,220.09,0.9517884210764462,101,70,25.757142857142856,0.3607142857142857,44.81,63.25,4900,0.7084188911704312,0.4344265306122449,1
6,7,548.08,123.97,0.8668142655178852,73,70,6.631836734693877,0.2607142857142857,24.42,33.77,4900,0.7230769230769231,0.1118530612244898,1
7,8,4989.74,386.87,0.8403193782860259,194,70,60.37591836734694,0.6928571428571428,66.62,113.51,4900,0.5869565217391305,1.0183142857142855,2
8,9,2563.13,239.45,0.9593757693983068,102,70,31.013877551020407,0.3642857142857142,44.16,65.45,4900,0.6746031746031746,0.5230877551020409,1
9,10,1150.92,203.1,0.9169925418262448,130,70,13.926122448979593,0.4642857142857143,24.29,65.71,4900,0.3695652173913043,0.2348816326530612,1
10,11,3485.12,276.99,0.9626553116949066,105,70,42.17,0.375,60.0,61.82,4900,0.9705882352941176,0.7112489795918367,1
0,1,1521.18,282.63,0.9164168791976997,144,80,14.09234375,0.45,70.65,25.32,6400,2.7897435897435896,0.237684375,1
1,2,807.35,249.65,0.8819530170428374,113,80,7.479375,0.353125,46.23,26.1,6400,1.771144278606965,0.1261484375,1
2,3,927.3,253.69,0.901754961456454,138,80,8.590625,0.43125,57.92,23.25,6400,2.4916201117318435,0.144890625,1
3,4,2546.78,261.41,0.9409678947106036,134,80,23.59359375,0.41875,52.08,57.14,6400,0.9113636363636364,0.397934375,1
4,5,10548.3,509.55,0.9597477134614204,257,80,97.7203125,0.803125,161.17,84.16,6400,1.9151234567901236,1.6481718749999998,3
5,6,3453.44,282.91,0.9450128998610784,122,80,31.99296875,0.38125,56.49,72.86,6400,0.7754010695187166,0.5396,1
0,2,1015.95,326.37,0.894983953405444,145,90,7.436543209876543,0.4027777777777778,66.1,24.55,8100,2.693121693121693,0.1254259259259259,1
1,3,219.97,98.27,0.8046147202171633,63,90,1.6101234567901237,0.175,28.18,24.81,8100,1.1361256544502618,0.0271567901234567,1
2,4,6823.97,425.52,0.9675301072286046,201,90,49.94987654320988,0.5583333333333333,88.7,83.51,8100,1.062208398133748,0.8424654320987655,2
3,5,6720.56,388.36,0.9583574849017622,172,90,49.192962962962966,0.4777777777777778,86.23,93.25,8100,0.924791086350975,0.8296987654320989,2
4,6,1365.66,260.96,0.8787332870289981,126,90,9.996296296296295,0.35,23.25,91.95,8100,0.2528248587570621,0.1686,1
